ticker,grupo
KDOL11,ETF/Unit/FII
LOGG3F,Ação
BEES3F,Ação
CHCM34,BDR
L1RC34,BDR
B2HI34,BDR
B1TI34,BDR
E1QN34,BDR
JNJB34,BDR
BIWM39,BDR
GOAU3F,Ação
STBP3F,Ação
Z1OM34,BDR
MLAS3F,Ação
DEEC34,BDR
META11,ETF/Unit/FII
IMBB11,ETF/Unit/FII
AMBP3F,Ação
ATTB34,BDR
FTCA11,ETF/Unit/FII
FRAS3F,Ação
CSED3F,Ação
DASA3F,Ação
SBFG3F,Ação
PDGR3F,Ação
IAGR11,ETF/Unit/FII
BBGO11,ETF/Unit/FII
ALPA4F,Ação
HBSA3F,Ação
M2RV34,BDR
S2TA34,BDR
B1AM34,BDR
X1YZ34,BDR
BNDX11,ETF/Unit/FII
AZEV4F,Ação
EUCA4F,Ação
JSLG3F,Ação
BKXI39,BDR
PMAM3F,Ação
QCOM34,BDR
GCRA11,ETF/Unit/FII
MILS3F,Ação
NTNS11,ETF/Unit/FII
I1DX34,BDR
PINE4F,Ação
TRIS3F,Ação
E2AG34,BDR
KNOX11,ETF/Unit/FII
LSAG11,ETF/Unit/FII
GGPS3F,Ação
LIGT3F,Ação
D1LR34,BDR
ONCO3F,Ação
BLAK34,BDR
ISET11,ETF/Unit/FII
VVEO3F,Ação
EVEN3F,Ação
FSRF11,ETF/Unit/FII
FOMO11,ETF/Unit/FII
OXYP34,BDR
V2EE34,BDR
S2NW34,BDR
BRST3F,Ação
U1RI34,BDR
M2PM34,BDR
EPAR3F,Ação
FIXA11,ETF/Unit/FII
BIDB11,ETF/Unit/FII
IB5M11,ETF/Unit/FII
ORLY34,BDR
A1NE34,BDR
RYTT34,BDR
HPQB34,BDR
CTGP34,BDR
ETER3F,Ação
PRNR3F,Ação
KHCB34,BDR
M2PW34,BDR
DBOA11,ETF/Unit/FII
BCSA34,BDR
PLCA11,ETF/Unit/FII
CSUD3F,Ação
BKNG34,BDR
KNDI11,ETF/Unit/FII
ENJU3F,Ação
PORT3F,Ação
BMOB3F,Ação
PFRM3F,Ação
RGTI34,BDR
AXPB34,BDR
BDVD39,BDR
RBIF11,ETF/Unit/FII
F1SL34,BDR
TOKY3F,Ação
ENGI3F,Ação
PICE11,ETF/Unit/FII
PEPB34,BDR
PTBL3F,Ação
A1EG34,BDR
S2NA34,BDR
BRSR3F,Ação
BEES4F,Ação
AMAR3F,Ação
AZEV3F,Ação
SRNA3F,Ação
SEQL3F,Ação
GDXB39,BDR
A2XO34,BDR
DEXP3F,Ação
PRIF11,ETF/Unit/FII
ESPA3F,Ação
R1KU34,BDR
BIVE39,BDR
COPH34,BDR
BMEB4F,Ação
OIBR4F,Ação
AGXY3F,Ação
BSDV39,BDR
CTAX3,Ação
EALT4F,Ação
N2ET34,BDR
IRIF11,ETF/Unit/FII
IGTI3F,Ação
B1CS34,BDR
T1AL34,BDR
WHRL4F,Ação
MATD3F,Ação
LPSB3F,Ação
NUIF11,ETF/Unit/FII
VITT3F,Ação
BAZA3F,Ação
AAGR11,ETF/Unit/FII
L2PL34,BDR
GOAT11,ETF/Unit/FII
ISAE3F,Ação
A1MT34,BDR
UNIP3F,Ação
C2OL34,BDR
W1BO34,BDR
OPCT3F,Ação
DBAG34,BDR
BEWG39,BDR
TFCO4F,Ação
MEAL3F,Ação
AALR3F,Ação
ABTT34,BDR
RNEW4F,Ação
DIVS11,ETF/Unit/FII
BACW39,BDR
PPEI11,ETF/Unit/FII
ZAMP3F,Ação
EQIX34,BDR
XRXB34,BDR
TECN3F,Ação
CVSH34,BDR
BEWL39,BDR
BRFT11,ETF/Unit/FII
ALPK3F,Ação
COCE5F,Ação
BSIL39,BDR
S1PO34,BDR
PDTC3F,Ação
RCSL3F,Ação
BEEM39,BDR
BAAX39,BDR
A1LB34,BDR
BCPX39,BDR
RNEW3F,Ação
I1LM34,BDR
CLSC4F,Ação
CAMB3F,Ação
P1LD34,BDR
BEFA39,BDR
WEST3F,Ação
ENGI4F,Ação
CGRA4F,Ação
BAER39,BDR
SHOW3F,Ação
COLG34,BDR
BGOV39,BDR
P1EA34,BDR
BOTZ39,BDR
B2UR34,BDR
HBRE3F,Ação
UCAS3F,Ação
NGRD3F,Ação
DMVF3F,Ação
ALUP3F,Ação
Q2SC34,BDR
VTRU3F,Ação
GRWA11,ETF/Unit/FII
EQPA3F,Ação
B1AX34,BDR
K1SS34,BDR
DGCO34,BDR
FSTU11F,Ação
DOTZ3F,Ação
FDMO34,BDR
CMCS34,BDR
EBIT11,ETF/Unit/FII
GMCO34,BDR
MOSC34,BDR
M1DB34,BDR
P2ST34,BDR
SCAR3F,Ação
D2OC34,BDR
PACG11,ETF/Unit/FII
L1UL34,BDR
GEOO34,BDR
ENDD11,ETF/Unit/FII
D1DG34,BDR
BLBT39,BDR
TPIS3F,Ação
BBVH11,ETF/Unit/FII
A2MB34,BDR
CEBR3F,Ação
BBUG39,BDR
LVTC3F,Ação
RCSL4F,Ação
R1IN34,BDR
JFEN3F,Ação
BPAC3F,Ação
BGRT39,BDR
F1MC34,BDR
ELCI34,BDR
BLQD39,BDR
EVEB31,Ação
BITO39,BDR
B1IL34,BDR
KOPA11,ETF/Unit/FII
RAPT3F,Ação
CGAS5F,Ação
BMYB34,BDR
BSHV39,BDR
BNDA39,BDR
VIVR3F,Ação
LOGN3F,Ação
REDE3F,Ação
BAIQ39,BDR
BLOK11,ETF/Unit/FII
NOKI34,BDR
L2AZ34,BDR
DHER34,BDR
WHRL3F,Ação
CEBR6F,Ação
BPAC5F,Ação
N1IS34,BDR
Y2PF34,BDR
B1SA34,BDR
CRPG6F,Ação
M1TB34,BDR
D1EL34,BDR
ATED3F,Ação
F1TN34,BDR
D1OC34,BDR
N1EM34,BDR
LLFT11,ETF/Unit/FII
USBC34,BDR
RDNI3F,Ação
D2KN34,BDR
W1BD34,BDR
U2PW34,BDR
E1MN34,BDR
N1VS34,BDR
MACY34,BDR
C1TV34,BDR
MMMC34,BDR
DDNB34,BDR
B1MR34,BDR
RVEE3,Ação
Z2SC34,BDR
RNEW11F,Ação
BIXN39,BDR
E2EF34,BDR
TRAD3F,Ação
R1CL34,BDR
V1OD34,BDR
I1EX34,BDR
COCE11F,Ação
I1QY34,BDR
BQYL39,BDR
FHER3F,Ação
C1BL34,BDR
LAND3F,Ação
W2YF34,BDR
G2EV34,BDR
GEPA4F,Ação
BIYW39,BDR
CEBR5F,Ação
N1WG34,BDR
V2ME34,BDR
Z1TS34,BDR
W1PP34,BDR
BSLI3F,Ação
BFNX39,BDR
P2AT34,BDR
T1TW34,BDR
SNEC34,BDR
G1LW34,BDR
O1KT34,BDR
FICT3F,Ação
N1WL34,BDR
GEPA3F,Ação
BCOM39,BDR
ARMT34,BDR
E1VR34,BDR
O2NS34,BDR
SCHW34,BDR
C1CL34,BDR
BSOX39,BDR
BSLI4F,Ação
PINE3F,Ação
INEP4F,Ação
BOEI34,BDR
BXTC39,BDR
ALPA3F,Ação
D1EX34,BDR
M1NS34,BDR
BGIP4F,Ação
EKTR4F,Ação
BTAG11,ETF/Unit/FII
C1MG34,BDR
A1LG34,BDR
NETE34,BDR
S2UI34,BDR
DTCR39,BDR
UPSS34,BDR
F2IC34,BDR
BLPX39,BDR
ARNC34,BDR
H2UB34,BDR
BTFL39,BDR
BIEI39,BDR
SBUB34,BDR
INEP3F,Ação
BMEB3F,Ação
H1II34,BDR
UBSG34,BDR
U2NF34,BDR
TXRX4,Ação
LUPA3F,Ação
CTSA4F,Ação
CGAS3F,Ação
D2AS34,BDR
BIJR39,BDR
FDES11F,Ação
K1BF34,BDR
PATI3F,Ação
MTSA4F,Ação
BOBR4F,Ação
MOAR3F,Ação
CGRA3F,Ação
NEXP3F,Ação
DLTR34,BDR
BAGG39,BDR
CEEB3F,Ação
BKCH39,BDR
BUSR39,BDR
T1FX34,BDR
BIEM39,BDR
JDCO34,BDR
T1OW34,BDR
BEWJ39,BDR
TELB4F,Ação
C1AB34,BDR
RVEE3F,Ação
PACC11,ETF/Unit/FII
A1PA34,BDR
B1RF34,BDR
OSXB3F,Ação
A2FY34,BDR
N1DA34,BDR
OFSA3F,Ação
M2PR34,BDR
BFXI39,BDR
A1LN34,BDR
EALT3F,Ação
W1EL34,BDR
O2LE34,BDR
RPMG3F,Ação
HAGA4F,Ação
EMAE4F,Ação
EXGR34,BDR
T1EC34,BDR
BIYE39,BDR
C1IC34,BDR
BMIN3F,Ação
A1KA34,BDR
BDLL4F,Ação
V1NO34,BDR
EKTR3F,Ação
U1LT34,BDR
CRPG5F,Ação
SLBG34,BDR
C1RH34,BDR
C1NC34,BDR
W1IX34,BDR
A1UT34,BDR
I1SR34,BDR
TMOS34,BDR
Z1BR34,BDR
REGN34,BDR
FESA3F,Ação
BIOM3F,Ação
BDRI39,BDR
DEXP4F,Ação
N1RG34,BDR
P1GR34,BDR
USIM6F,Ação
VSTE3F,Ação
ABGD39,BDR
SIMN34,BDR
L2RN34,BDR
S2TW34,BDR
PTNT3F,Ação
TKNO4F,Ação
RSUL4F,Ação
PHGN34,BDR
BDLL3F,Ação
BEWY39,BDR
Z2DV34,BDR
BDVY39,BDR
PATI4F,Ação
PEAB3F,Ação
PHIP11,ETF/Unit/FII
NEXG11,ETF/Unit/FII
B1NT34,BDR
BTIP39,BDR
M2AS34,BDR
BEWA39,BDR
IBMB34,BDR
INGG34,BDR
AFLT3F,Ação
S1RE34,BDR
R1YA34,BDR
CLSC3F,Ação
BEWW39,BDR
ENMT3F,Ação
A1RE34,BDR
T1AM34,BDR
B1ME34,BDR
MNDL3F,Ação
BRKM6F,Ação
G1SK34,BDR
BHYG39,BDR
ACNB34,BDR
BALM4F,Ação
AZOI34,BDR
BIEV39,BDR
CEGR3F,Ação
C2AC34,BDR
E1TN34,BDR
S2LA34,BDR
B2AP34,BDR
CCTY3F,Ação
KMIC34,BDR
RSID3F,Ação
BNBR3F,Ação
BSRE39,BDR
BIEF39,BDR
L1YB34,BDR
EBAY34,BDR
S1WK34,BDR
BEWC39,BDR
N1BI34,BDR
SNSY5F,Ação
S1YK34,BDR
FMXB34,BDR
BICL39,BDR
COCE3F,Ação
BEFV39,BDR
ULEV34,BDR
C2OU34,BDR
BEFG39,BDR
BEWU39,BDR
G1WW34,BDR
AIGB34,BDR
EVTC31,Ação
BIGO39,BDR
CNIC34,BDR
BEWT39,BDR
BQUA39,BDR
AVLL3F,Ação
CPLE5F,Ação
VRSN34,BDR
BSCZ39,BDR
O1DF34,BDR
E1SS34,BDR
W1DC34,BDR
TEXA34,BDR
WUNI34,BDR
BEWH39,BDR
W2ST34,BDR
J2AZ34,BDR
REAG3F,Ação
F2IV34,BDR
F1AN34,BDR
GEHC34,BDR
I1VZ34,BDR
HAGA3F,Ação
WLMM4F,Ação
FSPE11F,Ação
BEMV39,BDR
ABUD34,BDR
BIXJ39,BDR
U1AL34,BDR
N1UE34,BDR
EXIF11,ETF/Unit/FII
HOOT4F,Ação
TXSA34,BDR
UNIP5F,Ação
BIBB39,BDR
B1SX34,BDR
BALM3F,Ação
CLOV34,BDR
E1RI34,BDR
V1IP34,BDR
M1HK34,BDR
HOND34,BDR
BECH39,BDR
K1EY34,BDR
O1KE34,BDR
M1TD34,BDR
PLAS3F,Ação
BQLT39,BDR
BIAG39,BDR
PHMO34,BDR
DEOP34,BDR
D2PZ34,BDR
SLXB39,BDR
D1XC34,BDR
E1WL34,BDR
IGTI4F,Ação
A1AP34,BDR
G2ME34,BDR
MRSA5BF,Ação
C1BS34,BDR
S1TX34,BDR
EAIN34,BDR
AHEB3F,Ação
BEZU39,BDR
BFCG39,BDR
BIXC39,BDR
HBTS5F,Ação
E1MR34,BDR
MGEL4F,Ação
BEWZ39,BDR
STYI11,ETF/Unit/FII
A1TH34,BDR
A1RC34,BDR
TXRX4F,Ação
N2LY34,BDR
Q1RV34,BDR
BONY34,BDR
M1AA34,BDR
SNSY3F,Ação
I2RS34,BDR
D1VN34,BDR
G1LP34,BDR
NUTR3F,Ação
M1TT34,BDR
D2NL34,BDR
A1MP34,BDR
C1BR34,BDR
HGAG11,ETF/Unit/FII
BEWP39,BDR
BBYY34,BDR
AMGN34,BDR
H2TA34,BDR
C1PB34,BDR
P1SA34,BDR
CEDO4F,Ação
A1RG34,BDR
LMTB34,BDR
LUXM4F,Ação
FRIO3F,Ação
T1DG34,BDR
S1MF34,BDR
BIYT39,BDR
FSLR34,BDR
TGTB34,BDR
A1PH34,BDR
A1DM34,BDR
PSVM11F,Ação
A2SO34,BDR
A1DI34,BDR
I1RM34,BDR
MNPR3F,Ação
SOND6F,Ação
EQMA3BF,Ação
BIVW39,BDR
W1MC34,BDR
M1UF34,BDR
A1IV34,BDR
S2FM34,BDR
TLNC34,BDR
GPSI34,BDR
BILB34,BDR
W1MB34,BDR
CTSA3F,Ação
H1OG34,BDR
MCOR34,BDR
T1LK34,BDR
DEAI34,BDR
S1HW34,BDR
K1RC34,BDR
C1DN34,BDR
ADPR34,BDR
BIXU39,BDR
NOCG34,BDR
G2WR34,BDR
T1MU34,BDR
S1NP34,BDR
E1XC34,BDR
BNSB34,BDR
P1KX34,BDR
VRTX34,BDR
CRIN34,BDR
BLPA39,BDR
P1SX34,BDR
F2VR34,BDR
A2RR34,BDR
C2CA34,BDR
ELET5F,Ação
BGIP3F,Ação
S1LG34,BDR
EUCA3F,Ação
BIJH39,BDR
CEDO3F,Ação
W1AB34,BDR
CBEE3F,Ação
M1MC34,BDR
BRSR5F,Ação
M1SC34,BDR
R1HI34,BDR
WLMM3F,Ação
H1CA34,BDR
S2RE34,BDR
STZB34,BDR
A1ES34,BDR
T1EV34,BDR
P2CO34,BDR
G1AR34,BDR
E2XE34,BDR
CEED3F,Ação
PEAB4F,Ação
LTNB11,ETF/Unit/FII
BOXP34,BDR
R1OL34,BDR
T2ND34,BDR
CTAX3F,Ação
BMIN4F,Ação
G1LO34,BDR
BIHI39,BDR
TELB3F,Ação
W1HR34,BDR
K1IM34,BDR
AATH11,ETF/Unit/FII
SAPP34,BDR
C1NS34,BDR
BIED3F,Ação
ESTR4F,Ação
TSNF34,BDR
C1HT34,BDR
I1CE34,BDR
ENMT4F,Ação
BIIB34,BDR
A1WK34,BDR
R1DY34,BDR
UPAC34,BDR
FDXB34,BDR
S1YM34,BDR
PACL11,ETF/Unit/FII
SIVR39,BDR
ADMF3F,Ação
MDLZ34,BDR
^AORD,Índice
^AXJO,Índice
^BFX,Índice
^BSESN,Índice
^BUK100P,Índice
^BVSP,Índice
^CASE30,Índice
^DJI,Índice
^FCHI,Índice
^FTSE,Índice
^GDAXI,Índice
^GSPC,Índice
^GSPTSE,Índice
^HSI,Índice
^IPSA,Índice
^IXIC,Índice
^JKSE,Índice
^JN0U.JO,Índice
^KLSE,Índice
^KS11,Índice
^MERV,Índice
^MXX,Índice
^N100,Índice
^N225,Índice
^NYA,Índice
^NZ50,Índice
^RUT,Índice
^STI,Índice
^STOXX50E,Índice
^TA125.TA,Índice
^TWII,Índice
^VIX,Índice
^XAX,Índice
IFIX.SA,Ação
