NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Variável (Código),Variável,Mês (Código),Mês
1,Brasil,30,Número-índice,5344.7500000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202002,fevereiro 2020
1,Brasil,30,Número-índice,5348.4900000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202003,março 2020
1,Brasil,30,Número-índice,5331.9100000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202004,abril 2020
1,Brasil,30,Número-índice,5311.6500000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202005,maio 2020
1,Brasil,30,Número-índice,5325.4600000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202006,junho 2020
1,Brasil,30,Número-índice,5344.6300000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202007,julho 2020
1,Brasil,30,Número-índice,5357.4600000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202008,agosto 2020
1,Brasil,30,Número-índice,5391.7500000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202009,setembro 2020
1,Brasil,30,Número-índice,5438.1200000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202010,outubro 2020
1,Brasil,30,Número-índice,5486.5200000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202011,novembro 2020
1,Brasil,30,Número-índice,5560.5900000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202012,dezembro 2020
1,Brasil,30,Número-índice,5574.4900000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202101,janeiro 2021
1,Brasil,30,Número-índice,5622.4300000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202102,fevereiro 2021
1,Brasil,30,Número-índice,5674.7200000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202103,março 2021
1,Brasil,30,Número-índice,5692.3100000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202104,abril 2021
1,Brasil,30,Número-índice,5739.5600000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202105,maio 2021
1,Brasil,30,Número-índice,5769.9800000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202106,junho 2021
1,Brasil,30,Número-índice,5825.3700000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202107,julho 2021
1,Brasil,30,Número-índice,5876.0500000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202108,agosto 2021
1,Brasil,30,Número-índice,5944.2100000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202109,setembro 2021
1,Brasil,30,Número-índice,6018.5100000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202110,outubro 2021
1,Brasil,30,Número-índice,6075.6900000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202111,novembro 2021
1,Brasil,30,Número-índice,6120.0400000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202112,dezembro 2021
1,Brasil,30,Número-índice,6153.0900000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202201,janeiro 2022
1,Brasil,30,Número-índice,6215.2400000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202202,fevereiro 2022
1,Brasil,30,Número-índice,6315.9300000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202203,março 2022
1,Brasil,30,Número-índice,6382.8800000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202204,abril 2022
1,Brasil,30,Número-índice,6412.8800000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202205,maio 2022
1,Brasil,30,Número-índice,6455.8500000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202206,junho 2022
1,Brasil,30,Número-índice,6411.9500000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202207,julho 2022
1,Brasil,30,Número-índice,6388.8700000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202208,agosto 2022
1,Brasil,30,Número-índice,6370.3400000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202209,setembro 2022
1,Brasil,30,Número-índice,6407.9300000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202210,outubro 2022
1,Brasil,30,Número-índice,6434.2000000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202211,novembro 2022
1,Brasil,30,Número-índice,6474.0900000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202212,dezembro 2022
1,Brasil,30,Número-índice,6508.4000000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202301,janeiro 2023
1,Brasil,30,Número-índice,6563.0700000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202302,fevereiro 2023
1,Brasil,30,Número-índice,6609.6700000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202303,março 2023
1,Brasil,30,Número-índice,6649.9900000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202304,abril 2023
1,Brasil,30,Número-índice,6665.2800000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202305,maio 2023
1,Brasil,30,Número-índice,6659.9500000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202306,junho 2023
1,Brasil,30,Número-índice,6667.9400000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202307,julho 2023
1,Brasil,30,Número-índice,6683.2800000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202308,agosto 2023
1,Brasil,30,Número-índice,6700.6600000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202309,setembro 2023
1,Brasil,30,Número-índice,6716.7400000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202310,outubro 2023
1,Brasil,30,Número-índice,6735.5500000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202311,novembro 2023
1,Brasil,30,Número-índice,6773.2700000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202312,dezembro 2023
1,Brasil,30,Número-índice,6801.7200000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202401,janeiro 2024
1,Brasil,30,Número-índice,6858.1700000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202402,fevereiro 2024
1,Brasil,30,Número-índice,6869.1400000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202403,março 2024
1,Brasil,30,Número-índice,6895.2400000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202404,abril 2024
1,Brasil,30,Número-índice,6926.9600000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202405,maio 2024
1,Brasil,30,Número-índice,6941.5100000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202406,junho 2024
1,Brasil,30,Número-índice,6967.8900000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202407,julho 2024
1,Brasil,30,Número-índice,6966.5000000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202408,agosto 2024
1,Brasil,30,Número-índice,6997.1500000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202409,setembro 2024
1,Brasil,30,Número-índice,7036.3300000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202410,outubro 2024
1,Brasil,30,Número-índice,7063.7700000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202411,novembro 2024
1,Brasil,30,Número-índice,7100.5000000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202412,dezembro 2024
1,Brasil,30,Número-índice,7111.8600000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202501,janeiro 2025
1,Brasil,30,Número-índice,7205.0300000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202502,fevereiro 2025
1,Brasil,30,Número-índice,7245.3800000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202503,março 2025
1,Brasil,30,Número-índice,7276.5400000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202504,abril 2025
1,Brasil,30,Número-índice,7295.4600000000000,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202505,maio 2025
1,Brasil,,,...,1,Brasil,63,IPCA - Variação mensal,197912,dezembro 1979
1,Brasil,2,%,6.62,1,Brasil,63,IPCA - Variação mensal,198001,janeiro 1980
1,Brasil,2,%,4.62,1,Brasil,63,IPCA - Variação mensal,198002,fevereiro 1980
1,Brasil,2,%,6.04,1,Brasil,63,IPCA - Variação mensal,198003,março 1980
1,Brasil,2,%,5.29,1,Brasil,63,IPCA - Variação mensal,198004,abril 1980
1,Brasil,2,%,5.70,1,Brasil,63,IPCA - Variação mensal,198005,maio 1980
1,Brasil,2,%,5.31,1,Brasil,63,IPCA - Variação mensal,198006,junho 1980
1,Brasil,2,%,5.55,1,Brasil,63,IPCA - Variação mensal,198007,julho 1980
1,Brasil,2,%,4.95,1,Brasil,63,IPCA - Variação mensal,198008,agosto 1980
1,Brasil,2,%,4.23,1,Brasil,63,IPCA - Variação mensal,198009,setembro 1980
1,Brasil,2,%,9.48,1,Brasil,63,IPCA - Variação mensal,198010,outubro 1980
1,Brasil,2,%,6.67,1,Brasil,63,IPCA - Variação mensal,198011,novembro 1980
1,Brasil,2,%,6.61,1,Brasil,63,IPCA - Variação mensal,198012,dezembro 1980
1,Brasil,2,%,6.84,1,Brasil,63,IPCA - Variação mensal,198101,janeiro 1981
1,Brasil,2,%,6.40,1,Brasil,63,IPCA - Variação mensal,198102,fevereiro 1981
1,Brasil,2,%,4.97,1,Brasil,63,IPCA - Variação mensal,198103,março 1981
1,Brasil,2,%,6.46,1,Brasil,63,IPCA - Variação mensal,198104,abril 1981
1,Brasil,2,%,5.56,1,Brasil,63,IPCA - Variação mensal,198105,maio 1981
1,Brasil,2,%,5.52,1,Brasil,63,IPCA - Variação mensal,198106,junho 1981
1,Brasil,2,%,6.26,1,Brasil,63,IPCA - Variação mensal,198107,julho 1981
1,Brasil,2,%,5.50,1,Brasil,63,IPCA - Variação mensal,198108,agosto 1981
1,Brasil,2,%,5.26,1,Brasil,63,IPCA - Variação mensal,198109,setembro 1981
1,Brasil,2,%,5.08,1,Brasil,63,IPCA - Variação mensal,198110,outubro 1981
1,Brasil,2,%,5.27,1,Brasil,63,IPCA - Variação mensal,198111,novembro 1981
1,Brasil,2,%,5.93,1,Brasil,63,IPCA - Variação mensal,198112,dezembro 1981
1,Brasil,2,%,6.97,1,Brasil,63,IPCA - Variação mensal,198201,janeiro 1982
1,Brasil,2,%,6.64,1,Brasil,63,IPCA - Variação mensal,198202,fevereiro 1982
1,Brasil,2,%,5.71,1,Brasil,63,IPCA - Variação mensal,198203,março 1982
1,Brasil,2,%,5.89,1,Brasil,63,IPCA - Variação mensal,198204,abril 1982
1,Brasil,2,%,6.66,1,Brasil,63,IPCA - Variação mensal,198205,maio 1982
1,Brasil,2,%,7.10,1,Brasil,63,IPCA - Variação mensal,198206,junho 1982
1,Brasil,2,%,6.36,1,Brasil,63,IPCA - Variação mensal,198207,julho 1982
1,Brasil,2,%,5.97,1,Brasil,63,IPCA - Variação mensal,198208,agosto 1982
1,Brasil,2,%,5.08,1,Brasil,63,IPCA - Variação mensal,198209,setembro 1982
1,Brasil,2,%,4.44,1,Brasil,63,IPCA - Variação mensal,198210,outubro 1982
1,Brasil,2,%,5.29,1,Brasil,63,IPCA - Variação mensal,198211,novembro 1982
1,Brasil,2,%,7.81,1,Brasil,63,IPCA - Variação mensal,198212,dezembro 1982
1,Brasil,2,%,8.64,1,Brasil,63,IPCA - Variação mensal,198301,janeiro 1983
1,Brasil,2,%,7.86,1,Brasil,63,IPCA - Variação mensal,198302,fevereiro 1983
1,Brasil,2,%,7.34,1,Brasil,63,IPCA - Variação mensal,198303,março 1983
1,Brasil,2,%,6.58,1,Brasil,63,IPCA - Variação mensal,198304,abril 1983
1,Brasil,2,%,6.48,1,Brasil,63,IPCA - Variação mensal,198305,maio 1983
1,Brasil,2,%,9.88,1,Brasil,63,IPCA - Variação mensal,198306,junho 1983
1,Brasil,2,%,10.08,1,Brasil,63,IPCA - Variação mensal,198307,julho 1983
1,Brasil,2,%,9.11,1,Brasil,63,IPCA - Variação mensal,198308,agosto 1983
1,Brasil,2,%,10.30,1,Brasil,63,IPCA - Variação mensal,198309,setembro 1983
1,Brasil,2,%,8.87,1,Brasil,63,IPCA - Variação mensal,198310,outubro 1983
1,Brasil,2,%,7.38,1,Brasil,63,IPCA - Variação mensal,198311,novembro 1983
1,Brasil,2,%,8.68,1,Brasil,63,IPCA - Variação mensal,198312,dezembro 1983
1,Brasil,2,%,9.67,1,Brasil,63,IPCA - Variação mensal,198401,janeiro 1984
1,Brasil,2,%,9.50,1,Brasil,63,IPCA - Variação mensal,198402,fevereiro 1984
1,Brasil,2,%,8.94,1,Brasil,63,IPCA - Variação mensal,198403,março 1984
1,Brasil,2,%,9.54,1,Brasil,63,IPCA - Variação mensal,198404,abril 1984
1,Brasil,2,%,9.05,1,Brasil,63,IPCA - Variação mensal,198405,maio 1984
1,Brasil,2,%,10.08,1,Brasil,63,IPCA - Variação mensal,198406,junho 1984
1,Brasil,2,%,9.72,1,Brasil,63,IPCA - Variação mensal,198407,julho 1984
1,Brasil,2,%,9.35,1,Brasil,63,IPCA - Variação mensal,198408,agosto 1984
1,Brasil,2,%,11.75,1,Brasil,63,IPCA - Variação mensal,198409,setembro 1984
1,Brasil,2,%,10.44,1,Brasil,63,IPCA - Variação mensal,198410,outubro 1984
1,Brasil,2,%,10.53,1,Brasil,63,IPCA - Variação mensal,198411,novembro 1984
1,Brasil,2,%,11.98,1,Brasil,63,IPCA - Variação mensal,198412,dezembro 1984
1,Brasil,2,%,11.76,1,Brasil,63,IPCA - Variação mensal,198501,janeiro 1985
1,Brasil,2,%,10.87,1,Brasil,63,IPCA - Variação mensal,198502,fevereiro 1985
1,Brasil,2,%,10.16,1,Brasil,63,IPCA - Variação mensal,198503,março 1985
1,Brasil,2,%,8.20,1,Brasil,63,IPCA - Variação mensal,198504,abril 1985
1,Brasil,2,%,7.20,1,Brasil,63,IPCA - Variação mensal,198505,maio 1985
1,Brasil,2,%,8.49,1,Brasil,63,IPCA - Variação mensal,198506,junho 1985
1,Brasil,2,%,10.31,1,Brasil,63,IPCA - Variação mensal,198507,julho 1985
1,Brasil,2,%,12.05,1,Brasil,63,IPCA - Variação mensal,198508,agosto 1985
1,Brasil,2,%,11.12,1,Brasil,63,IPCA - Variação mensal,198509,setembro 1985
1,Brasil,2,%,10.62,1,Brasil,63,IPCA - Variação mensal,198510,outubro 1985
1,Brasil,2,%,13.97,1,Brasil,63,IPCA - Variação mensal,198511,novembro 1985
1,Brasil,2,%,15.07,1,Brasil,63,IPCA - Variação mensal,198512,dezembro 1985
1,Brasil,2,%,14.37,1,Brasil,63,IPCA - Variação mensal,198601,janeiro 1986
1,Brasil,2,%,12.72,1,Brasil,63,IPCA - Variação mensal,198602,fevereiro 1986
1,Brasil,2,%,4.77,1,Brasil,63,IPCA - Variação mensal,198603,março 1986
1,Brasil,2,%,0.78,1,Brasil,63,IPCA - Variação mensal,198604,abril 1986
1,Brasil,2,%,1.40,1,Brasil,63,IPCA - Variação mensal,198605,maio 1986
1,Brasil,2,%,1.27,1,Brasil,63,IPCA - Variação mensal,198606,junho 1986
1,Brasil,2,%,1.71,1,Brasil,63,IPCA - Variação mensal,198607,julho 1986
1,Brasil,2,%,3.55,1,Brasil,63,IPCA - Variação mensal,198608,agosto 1986
1,Brasil,2,%,1.72,1,Brasil,63,IPCA - Variação mensal,198609,setembro 1986
1,Brasil,2,%,1.90,1,Brasil,63,IPCA - Variação mensal,198610,outubro 1986
1,Brasil,2,%,5.45,1,Brasil,63,IPCA - Variação mensal,198611,novembro 1986
1,Brasil,2,%,11.65,1,Brasil,63,IPCA - Variação mensal,198612,dezembro 1986
1,Brasil,2,%,13.21,1,Brasil,63,IPCA - Variação mensal,198701,janeiro 1987
1,Brasil,2,%,12.64,1,Brasil,63,IPCA - Variação mensal,198702,fevereiro 1987
1,Brasil,2,%,16.37,1,Brasil,63,IPCA - Variação mensal,198703,março 1987
1,Brasil,2,%,19.10,1,Brasil,63,IPCA - Variação mensal,198704,abril 1987
1,Brasil,2,%,21.45,1,Brasil,63,IPCA - Variação mensal,198705,maio 1987
1,Brasil,2,%,19.71,1,Brasil,63,IPCA - Variação mensal,198706,junho 1987
1,Brasil,2,%,9.21,1,Brasil,63,IPCA - Variação mensal,198707,julho 1987
1,Brasil,2,%,4.87,1,Brasil,63,IPCA - Variação mensal,198708,agosto 1987
1,Brasil,2,%,7.78,1,Brasil,63,IPCA - Variação mensal,198709,setembro 1987
1,Brasil,2,%,11.22,1,Brasil,63,IPCA - Variação mensal,198710,outubro 1987
1,Brasil,2,%,15.08,1,Brasil,63,IPCA - Variação mensal,198711,novembro 1987
1,Brasil,2,%,14.15,1,Brasil,63,IPCA - Variação mensal,198712,dezembro 1987
1,Brasil,2,%,18.89,1,Brasil,63,IPCA - Variação mensal,198801,janeiro 1988
1,Brasil,2,%,15.70,1,Brasil,63,IPCA - Variação mensal,198802,fevereiro 1988
1,Brasil,2,%,17.60,1,Brasil,63,IPCA - Variação mensal,198803,março 1988
1,Brasil,2,%,19.29,1,Brasil,63,IPCA - Variação mensal,198804,abril 1988
1,Brasil,2,%,17.42,1,Brasil,63,IPCA - Variação mensal,198805,maio 1988
1,Brasil,2,%,22.00,1,Brasil,63,IPCA - Variação mensal,198806,junho 1988
1,Brasil,2,%,21.91,1,Brasil,63,IPCA - Variação mensal,198807,julho 1988
1,Brasil,2,%,21.59,1,Brasil,63,IPCA - Variação mensal,198808,agosto 1988
1,Brasil,2,%,27.45,1,Brasil,63,IPCA - Variação mensal,198809,setembro 1988
1,Brasil,2,%,25.62,1,Brasil,63,IPCA - Variação mensal,198810,outubro 1988
1,Brasil,2,%,27.94,1,Brasil,63,IPCA - Variação mensal,198811,novembro 1988
1,Brasil,2,%,28.70,1,Brasil,63,IPCA - Variação mensal,198812,dezembro 1988
1,Brasil,2,%,37.49,1,Brasil,63,IPCA - Variação mensal,198901,janeiro 1989
1,Brasil,2,%,16.78,1,Brasil,63,IPCA - Variação mensal,198902,fevereiro 1989
1,Brasil,2,%,6.82,1,Brasil,63,IPCA - Variação mensal,198903,março 1989
1,Brasil,2,%,8.33,1,Brasil,63,IPCA - Variação mensal,198904,abril 1989
1,Brasil,2,%,17.92,1,Brasil,63,IPCA - Variação mensal,198905,maio 1989
1,Brasil,2,%,28.65,1,Brasil,63,IPCA - Variação mensal,198906,junho 1989
1,Brasil,2,%,27.74,1,Brasil,63,IPCA - Variação mensal,198907,julho 1989
1,Brasil,2,%,33.71,1,Brasil,63,IPCA - Variação mensal,198908,agosto 1989
1,Brasil,2,%,37.56,1,Brasil,63,IPCA - Variação mensal,198909,setembro 1989
1,Brasil,2,%,39.77,1,Brasil,63,IPCA - Variação mensal,198910,outubro 1989
1,Brasil,2,%,47.82,1,Brasil,63,IPCA - Variação mensal,198911,novembro 1989
1,Brasil,2,%,51.50,1,Brasil,63,IPCA - Variação mensal,198912,dezembro 1989
1,Brasil,2,%,67.55,1,Brasil,63,IPCA - Variação mensal,199001,janeiro 1990
1,Brasil,2,%,75.73,1,Brasil,63,IPCA - Variação mensal,199002,fevereiro 1990
1,Brasil,2,%,82.39,1,Brasil,63,IPCA - Variação mensal,199003,março 1990
1,Brasil,2,%,15.52,1,Brasil,63,IPCA - Variação mensal,199004,abril 1990
1,Brasil,2,%,7.59,1,Brasil,63,IPCA - Variação mensal,199005,maio 1990
1,Brasil,2,%,11.75,1,Brasil,63,IPCA - Variação mensal,199006,junho 1990
1,Brasil,2,%,12.92,1,Brasil,63,IPCA - Variação mensal,199007,julho 1990
1,Brasil,2,%,12.88,1,Brasil,63,IPCA - Variação mensal,199008,agosto 1990
1,Brasil,2,%,14.41,1,Brasil,63,IPCA - Variação mensal,199009,setembro 1990
1,Brasil,2,%,14.36,1,Brasil,63,IPCA - Variação mensal,199010,outubro 1990
1,Brasil,2,%,16.81,1,Brasil,63,IPCA - Variação mensal,199011,novembro 1990
1,Brasil,2,%,18.44,1,Brasil,63,IPCA - Variação mensal,199012,dezembro 1990
1,Brasil,2,%,20.75,1,Brasil,63,IPCA - Variação mensal,199101,janeiro 1991
1,Brasil,2,%,20.72,1,Brasil,63,IPCA - Variação mensal,199102,fevereiro 1991
1,Brasil,2,%,11.92,1,Brasil,63,IPCA - Variação mensal,199103,março 1991
1,Brasil,2,%,4.99,1,Brasil,63,IPCA - Variação mensal,199104,abril 1991
1,Brasil,2,%,7.43,1,Brasil,63,IPCA - Variação mensal,199105,maio 1991
1,Brasil,2,%,11.19,1,Brasil,63,IPCA - Variação mensal,199106,junho 1991
1,Brasil,2,%,12.41,1,Brasil,63,IPCA - Variação mensal,199107,julho 1991
1,Brasil,2,%,15.63,1,Brasil,63,IPCA - Variação mensal,199108,agosto 1991
1,Brasil,2,%,15.63,1,Brasil,63,IPCA - Variação mensal,199109,setembro 1991
1,Brasil,2,%,20.23,1,Brasil,63,IPCA - Variação mensal,199110,outubro 1991
1,Brasil,2,%,25.21,1,Brasil,63,IPCA - Variação mensal,199111,novembro 1991
1,Brasil,2,%,23.71,1,Brasil,63,IPCA - Variação mensal,199112,dezembro 1991
1,Brasil,2,%,25.94,1,Brasil,63,IPCA - Variação mensal,199201,janeiro 1992
1,Brasil,2,%,24.32,1,Brasil,63,IPCA - Variação mensal,199202,fevereiro 1992
1,Brasil,2,%,21.40,1,Brasil,63,IPCA - Variação mensal,199203,março 1992
1,Brasil,2,%,19.93,1,Brasil,63,IPCA - Variação mensal,199204,abril 1992
1,Brasil,2,%,24.86,1,Brasil,63,IPCA - Variação mensal,199205,maio 1992
1,Brasil,2,%,20.21,1,Brasil,63,IPCA - Variação mensal,199206,junho 1992
1,Brasil,2,%,21.83,1,Brasil,63,IPCA - Variação mensal,199207,julho 1992
1,Brasil,2,%,22.14,1,Brasil,63,IPCA - Variação mensal,199208,agosto 1992
1,Brasil,2,%,24.63,1,Brasil,63,IPCA - Variação mensal,199209,setembro 1992
1,Brasil,2,%,25.24,1,Brasil,63,IPCA - Variação mensal,199210,outubro 1992
1,Brasil,2,%,22.49,1,Brasil,63,IPCA - Variação mensal,199211,novembro 1992
1,Brasil,2,%,25.24,1,Brasil,63,IPCA - Variação mensal,199212,dezembro 1992
1,Brasil,2,%,30.35,1,Brasil,63,IPCA - Variação mensal,199301,janeiro 1993
1,Brasil,2,%,24.98,1,Brasil,63,IPCA - Variação mensal,199302,fevereiro 1993
1,Brasil,2,%,27.26,1,Brasil,63,IPCA - Variação mensal,199303,março 1993
1,Brasil,2,%,27.75,1,Brasil,63,IPCA - Variação mensal,199304,abril 1993
1,Brasil,2,%,27.69,1,Brasil,63,IPCA - Variação mensal,199305,maio 1993
1,Brasil,2,%,30.07,1,Brasil,63,IPCA - Variação mensal,199306,junho 1993
1,Brasil,2,%,30.72,1,Brasil,63,IPCA - Variação mensal,199307,julho 1993
1,Brasil,2,%,32.96,1,Brasil,63,IPCA - Variação mensal,199308,agosto 1993
1,Brasil,2,%,35.69,1,Brasil,63,IPCA - Variação mensal,199309,setembro 1993
1,Brasil,2,%,33.92,1,Brasil,63,IPCA - Variação mensal,199310,outubro 1993
1,Brasil,2,%,35.56,1,Brasil,63,IPCA - Variação mensal,199311,novembro 1993
1,Brasil,2,%,36.84,1,Brasil,63,IPCA - Variação mensal,199312,dezembro 1993
1,Brasil,2,%,41.31,1,Brasil,63,IPCA - Variação mensal,199401,janeiro 1994
1,Brasil,2,%,40.27,1,Brasil,63,IPCA - Variação mensal,199402,fevereiro 1994
1,Brasil,2,%,42.75,1,Brasil,63,IPCA - Variação mensal,199403,março 1994
1,Brasil,2,%,42.68,1,Brasil,63,IPCA - Variação mensal,199404,abril 1994
1,Brasil,2,%,44.03,1,Brasil,63,IPCA - Variação mensal,199405,maio 1994
1,Brasil,2,%,47.43,1,Brasil,63,IPCA - Variação mensal,199406,junho 1994
1,Brasil,2,%,6.84,1,Brasil,63,IPCA - Variação mensal,199407,julho 1994
1,Brasil,2,%,1.86,1,Brasil,63,IPCA - Variação mensal,199408,agosto 1994
1,Brasil,2,%,1.53,1,Brasil,63,IPCA - Variação mensal,199409,setembro 1994
1,Brasil,2,%,2.62,1,Brasil,63,IPCA - Variação mensal,199410,outubro 1994
1,Brasil,2,%,2.81,1,Brasil,63,IPCA - Variação mensal,199411,novembro 1994
1,Brasil,2,%,1.71,1,Brasil,63,IPCA - Variação mensal,199412,dezembro 1994
1,Brasil,2,%,1.70,1,Brasil,63,IPCA - Variação mensal,199501,janeiro 1995
1,Brasil,2,%,1.02,1,Brasil,63,IPCA - Variação mensal,199502,fevereiro 1995
1,Brasil,2,%,1.55,1,Brasil,63,IPCA - Variação mensal,199503,março 1995
1,Brasil,2,%,2.43,1,Brasil,63,IPCA - Variação mensal,199504,abril 1995
1,Brasil,2,%,2.67,1,Brasil,63,IPCA - Variação mensal,199505,maio 1995
1,Brasil,2,%,2.26,1,Brasil,63,IPCA - Variação mensal,199506,junho 1995
1,Brasil,2,%,2.36,1,Brasil,63,IPCA - Variação mensal,199507,julho 1995
1,Brasil,2,%,0.99,1,Brasil,63,IPCA - Variação mensal,199508,agosto 1995
1,Brasil,2,%,0.99,1,Brasil,63,IPCA - Variação mensal,199509,setembro 1995
1,Brasil,2,%,1.41,1,Brasil,63,IPCA - Variação mensal,199510,outubro 1995
1,Brasil,2,%,1.47,1,Brasil,63,IPCA - Variação mensal,199511,novembro 1995
1,Brasil,2,%,1.56,1,Brasil,63,IPCA - Variação mensal,199512,dezembro 1995
1,Brasil,2,%,1.34,1,Brasil,63,IPCA - Variação mensal,199601,janeiro 1996
1,Brasil,2,%,1.03,1,Brasil,63,IPCA - Variação mensal,199602,fevereiro 1996
1,Brasil,2,%,0.35,1,Brasil,63,IPCA - Variação mensal,199603,março 1996
1,Brasil,2,%,1.26,1,Brasil,63,IPCA - Variação mensal,199604,abril 1996
1,Brasil,2,%,1.22,1,Brasil,63,IPCA - Variação mensal,199605,maio 1996
1,Brasil,2,%,1.19,1,Brasil,63,IPCA - Variação mensal,199606,junho 1996
1,Brasil,2,%,1.11,1,Brasil,63,IPCA - Variação mensal,199607,julho 1996
1,Brasil,2,%,0.44,1,Brasil,63,IPCA - Variação mensal,199608,agosto 1996
1,Brasil,2,%,0.15,1,Brasil,63,IPCA - Variação mensal,199609,setembro 1996
1,Brasil,2,%,0.30,1,Brasil,63,IPCA - Variação mensal,199610,outubro 1996
1,Brasil,2,%,0.32,1,Brasil,63,IPCA - Variação mensal,199611,novembro 1996
1,Brasil,2,%,0.47,1,Brasil,63,IPCA - Variação mensal,199612,dezembro 1996
